part_id,Q1.2,Q1.3,Q2.1,Q2.2,Q2.3,Q2.4,Q3.1,Q3.2,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q10.1,Q10.2,Q10.3,Q12.1,Q12.2_1,Q12.3_1,Q12.4_1,Q12.5_1,Q12.6,Q12.7_1,Q12.8_1,Q12.9_1,Q12.10_1,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q14.1_1,Q14.2,Q14.2_TEXT,Q14.3_1,Q14.4,Q14.4_TEXT,Q14.5,Q14.5_TEXT,Q14.6,Q14.7,gender,race,ethnic,educ,daily_meds_n,age,t_duration_min,batch_id,sns1,sns2,sns3,sns4,sns5,sns6,sns7,sns8,sns_total,sns_ability,sns_preference,snumi1,snumi2,snumi3,snumi4,snumi5,snumi6,snumi7,snumi8,snumi_total,ind_sens_verb,ind_sens_gist,ind_spec_verb,ind_spec_gist,ind_conf_verb,ind_conf_gist,emb_sens,emb_spec,emb_conf,ind_sens_all,ind_spec_all,ind_conf_all,all_sens_mean,all_spec_mean,all_conf_mean,total_score_mean,ind_score_mean,emb_score_mean,snumi_cat,total_score_raw
R_eRlJGqcqsyTQ5Zr,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,3,3,4,1,6,6,1,6,1,6,4,7,4,5,6,4,13,37,2,,2,1,,2,,7,1,female,white,non-hispanic,masters,2,37,13.5,2,2,3,3,4,6,6,6,6,4.5,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_723gMSTSBEZHBVT,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,5,6,5,1,4,4,5,5,1,6,4,7,4,5,6,4,13,38,1,,0,1,,2,,6,2,male,white,non-hispanic,bachelors,0,38,13.96666667,2,6,5,6,5,4,4,2,5,4.625,5.5,3.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1N9UFOwNRWAJNC8,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,6,6,6,1,5,6,1,5,1,6,4,7,4,5,6,7,13,34,1,,0,1,,2,,7,2,male,white,non-hispanic,masters,0,34,10.4,2,5,6,6,6,5,6,6,5,5.625,5.75,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1hW2tzP9SsI9g6D,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,4,4,1,5,6,1,6,1,6,4,7,4,5,6,5,13,29,2,,0,1,,2,,4,1,female,white,non-hispanic,ged/equiv,0,29,12.56666667,2,3,3,4,4,5,6,6,6,4.625,3.5,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1lu8jGAb8yY6pmi,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,32,1,,1,1,,2,,6,2,male,white,non-hispanic,bachelors,1,32,16.5,2,5,6,6,6,6,6,6,6,5.875,5.75,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3O3c8oxwxA0nfYw,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,6,6,6,1,4,5,1,5,1,6,4,7,4,6,6,7,13,28,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,28,17.83333333,2,2,6,6,6,4,5,6,5,5,5,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_0fd0GHe96zJKSqJ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,3,3,1,4,5,1,6,1,6,4,7,4,5,6,7,13,25,2,,0,2,,1,,5,1,female,black/aa,hispanic,associates,0,25,12.85,2,3,3,3,3,4,5,6,6,4.125,3,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3PNRHFFCqAk8Yl7,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,3,3,3,1,1,3,1,2,2,3,3,1,4,1,6,3,1,6,4,7,4,5,5,5,13,30,1,,4,1,,2,,3,1,male,white,non-hispanic,highschool,4,30,17.88333333,2,2,2,3,3,4,1,1,3,2.375,2.5,2.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0.5,1,0.666666667,0.333333333,0.666666667,0.833333333,0.333333333,average (4-6),6
R_2YfjPf6RiCMDAvJ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,1,3,3,1,1,1,1,4,4,4,3,1,4,5,4,4,1,6,5,7,4,5,4,4,13,29,1,,0,1,,1,,5,1,male,white,hispanic,associates,0,29,7.516666667,2,4,4,4,3,4,5,3,4,3.875,3.75,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,1,1,0.666666667,1,0.888888889,1,0.666666667,average (4-6),8
R_3qdOklGIKqyy9R5,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,3,1,2,1,1,2,1,2,1,5,3,1,6,4,7,4,5,6,4,13,30,2,,0,1,,2,,3,1,female,white,non-hispanic,highschool,0,30,18.5,2,2,1,1,2,2,1,2,3,1.75,1.5,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,0.5,1,1,0.333333333,0.777777778,0.833333333,0.666666667,high (7-8),7
R_XYZUYpX1RL3OkiB,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,3,1,1,2,3,3,1,1,2,1,4,5,5,5,1,6,6,1,6,1,6,4,7,4,4,6,5,13,33,1,,1,3,,1,,6,2,male,ai/an,hispanic,bachelors,1,33,24.18333333,2,4,5,5,5,6,6,6,6,5.375,4.75,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,0.666666667,1,0.666666667,0.777777778,1,0.333333333,average (4-6),7
R_2ZUfov8PHip3mEy,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,4,5,5,1,4,2,2,4,1,6,4,7,4,5,6,7,13,32,1,,4,1,,2,,6,1,male,white,non-hispanic,bachelors,4,32,14.75,2,5,4,5,5,4,2,5,4,4.25,4.75,3.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_b8H7SUHiH7mJs9f,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,3,3,3,1,6,3,4,4,1,6,4,7,4,5,6,5,13,26,2,,0,1,,2,,6,1,female,white,non-hispanic,bachelors,0,26,15.83333333,2,2,3,3,3,6,3,3,4,3.375,2.75,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_3oIaFnnskwrrrzC,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,3,1,1,3,3,3,1,1,3,1,2,2,3,3,1,4,5,2,5,1,6,4,7,4,4,5,7,13,27,1,,0,1,,2,,3,1,male,white,non-hispanic,highschool,0,27,10.75,2,2,2,3,3,4,5,5,5,3.625,2.5,4.75,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,0.666666667,0.666666667,0.666666667,0.666666667,1,0,average (4-6),6
R_24vE1GoFMWSS05F,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,5,5,1,5,4,4,5,1,6,4,7,4,6,5,4,13,50,1,,5,1,,2,,3,2,male,white,non-hispanic,highschool,5,50,22.6,2,4,4,5,5,5,4,3,5,4.375,4.5,4.25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_10MjvKzDuXyX5BY,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,1,4,5,5,1,5,5,2,5,1,6,4,7,4,5,6,7,13,61,2,,0,1,,2,,4,4,female,white,non-hispanic,ged/equiv,0,61,13.06666667,3,1,4,5,5,5,5,5,5,4.375,3.75,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1FEY1VD988a6m7b,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,4,4,6,6,1,6,6,1,6,1,6,4,7,4,5,5,4,13,61,1,,0,1,,2,,3,2,male,white,non-hispanic,highschool,0,61,12.13333333,3,4,4,6,6,6,6,6,6,5.5,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0.666666667,0.888888889,1,0.666666667,average (4-6),8
R_5o6DWf8vsLv6I5b,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,4,6,1,6,1,6,4,7,4,5,6,7,13,65,1,,2,1,,2,,5,3,male,white,non-hispanic,associates,2,65,13.26666667,3,6,6,6,6,4,6,6,6,5.75,6,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_2az612uCgeTdnqK,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,3,3,5,4,1,4,5,2,5,1,6,4,7,4,5,6,7,13,60,1,,3,1,,2,,6,1,male,white,non-hispanic,bachelors,3,60,16.5,3,3,3,5,4,4,5,5,5,4.25,3.75,4.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0.666666667,0.888888889,1,0.666666667,high (7-8),8
R_1n3pviTGkBnWOOW,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,5,1,3,4,3,5,1,6,4,7,4,5,5,4,13,69,2,,8,1,,2,,3,2,female,white,non-hispanic,highschool,8,69,16.58333333,3,4,5,5,5,3,4,4,5,4.375,4.75,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,average (4-6),8
R_3eeolrqhxRN0ZMw,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,4,6,5,1,3,5,2,4,1,6,4,7,4,5,6,4,13,60,2,,0,1,,2,,3,1,female,white,non-hispanic,highschool,0,60,19.06666667,3,3,4,6,5,3,5,5,4,4.375,4.5,4.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_YWZaVrdyVtSvIQ1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,4,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,2,3,5,6,1,5,4,1,6,1,6,4,7,4,6,5,4,13,66,2,,2,1,,2,,3,2,female,white,non-hispanic,highschool,2,66,17.6,3,2,3,5,6,5,4,6,6,4.625,4,5.25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,0.5,1,1,0.333333333,0.777777778,0.833333333,0.666666667,average (4-6),7
R_1OI8zNu5VMOscEk,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,3,3,3,1,3,6,2,4,1,6,4,7,4,5,5,7,13,59,2,,0,1,,2,,6,2,female,white,non-hispanic,bachelors,0,59,18.13333333,3,2,3,3,3,3,6,5,4,3.625,2.75,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1LUwoyr7zW8UnUf,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,1,3,3,1,1,1,1,1,4,5,4,1,4,4,1,6,1,6,4,7,4,5,5,6,13,70,2,,6,1,,2,,3,4,female,white,non-hispanic,highschool,6,70,19.6,3,1,4,5,4,4,4,6,6,4.25,3.5,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,0.5,1,0.666666667,0.666666667,0.777777778,0.833333333,0.666666667,average (4-6),7
R_1inuGpYvCNiOs0B,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,5,1,5,1,6,4,7,4,5,5,7,13,62,1,,0,1,,2,,7,2,male,white,non-hispanic,masters,0,62,13.6,3,5,5,6,6,5,5,6,5,5.375,5.5,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_1I3LW7tt1SULmra,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,5,6,6,1,6,6,1,6,1,6,4,7,1,5,6,6,13,62,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,62,12.13333333,3,2,5,6,6,6,6,6,6,5.375,4.75,6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_1CjeBdnZgPiIFfp,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,6,1,6,3,1,6,1,6,4,7,4,5,6,7,13,67,2,,2,1,,2,,6,3,female,white,non-hispanic,bachelors,2,67,15.83333333,3,5,5,5,6,6,3,6,6,5.25,5.25,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_cYNzyB7PrSPeJm9,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,63,1,,0,1,,2,,8,1,male,white,non-hispanic,doctoral,0,63,14.91666667,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_s5ThyYYZvmmunct,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,5,2,5,1,6,4,7,4,4,6,7,13,60,1,,4,1,,2,,6,2,male,white,non-hispanic,bachelors,4,60,14.4,3,5,5,6,6,5,5,5,5,5.25,5.5,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1d6NV24rHCnBznU,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,60,1,,0,1,,2,,6,2,male,white,non-hispanic,bachelors,0,60,9.7,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_DOyaCg7XVcDjsfD,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,2,3,3,1,4,4,2,4,1,6,4,7,4,5,6,4,13,61,2,,5,1,,2,,3,2,female,white,non-hispanic,highschool,5,61,16.36666667,3,2,2,3,3,4,4,5,4,3.375,2.5,4.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,high (7-8),8
R_32PzUTcwmRuIZ6R,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,66,1,,0,1,,2,,6,1,male,white,non-hispanic,bachelors,0,66,20.38333333,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_1OV0aRieF54fC9W,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,5,1,6,5,5,6,1,6,4,7,4,5,6,7,13,61,2,,0,1,,2,,8,1,female,white,non-hispanic,doctoral,0,61,10.61666667,3,5,5,5,5,6,5,2,6,4.875,5,4.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_2Qt9zIAZ8Np8uSZ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,3,3,3,3,1,6,6,1,6,1,6,4,7,4,5,5,5,13,68,1,,3,4,,2,,3,2,male,asian,non-hispanic,highschool,3,68,14.9,3,3,3,3,3,6,6,6,6,4.5,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0.666666667,0.888888889,1,0.666666667,average (4-6),8
R_D75M3fsh5lt7kGt,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,4,4,1,5,6,1,6,1,6,4,7,4,5,6,5,13,66,2,,4,1,,2,,6,3,female,white,non-hispanic,bachelors,4,66,17.61666667,3,4,4,4,4,5,6,6,6,4.875,4,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_2fkUobw2lglM7jK,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,6,6,1,4,5,2,6,1,6,4,7,4,5,6,4,13,62,2,,0,1,,2,,4,4,female,white,non-hispanic,ged/equiv,0,62,19.2,3,4,5,6,6,4,5,5,6,5.125,5.25,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_9ohwgiBSVhpNsfn,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,6,13,64,1,,1,1,,2,,7,2,male,white,non-hispanic,masters,1,64,20.46666667,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_wYHW8IX60Bxd3Ox,1,1,1,1,1,1,3,3,1,1,2,2,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,5,4,1,5,5,5,6,1,6,4,7,4,4,5,7,12,62,1,,0,1,,2,,6,1,male,white,non-hispanic,bachelors,0,62,18.5,3,4,4,5,4,5,5,2,6,4.375,4.25,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.5,1,1,0.666666667,1,0.888888889,0.833333333,1,average (4-6),8
R_3nHpgxkd0MTpxWQ,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,1,5,5,5,1,6,6,1,6,1,6,4,7,4,5,6,4,13,70,2,,0,1,,2,,8,3,female,white,non-hispanic,doctoral,0,70,21.83333333,3,1,5,5,5,6,6,6,6,5,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
R_2RUiRUfzeMn4UPE,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,5,7,13,61,1,,0,1,,2,,3,4,male,white,non-hispanic,highschool,0,61,23.66666667,3,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
R_28Pa3NDvX8E7Ox1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,1,6,4,7,4,5,6,7,13,65,1,,3,1,,2,,6,2,male,white,non-hispanic,bachelors,3,65,10.98333333,3,2,2,2,2,2,2,5,2,2.375,2,2.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0,1,1,0.333333333,0.777777778,0.666666667,1,high (7-8),7
R_3rTDkhuD5kK3xqk,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,1,3,3,1,1,1,1,5,5,6,6,1,5,5,2,6,1,6,4,7,4,5,6,7,13,62,1,,4,1,,2,,6,2,male,white,non-hispanic,bachelors,4,62,12.05,3,5,5,6,6,5,5,5,6,5.375,5.5,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,1,1,0.666666667,1,0.888888889,1,0.666666667,high (7-8),8
R_3kaY7KyznyI26je,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,3,4,4,1,5,5,2,5,1,6,4,7,4,6,5,7,13,61,2,,4,1,,2,,6,2,female,white,non-hispanic,bachelors,4,61,11.36666667,3,4,3,4,4,5,5,5,5,4.375,3.75,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,average (4-6),9
R_3F29dRN3s0p16i5,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,6,1,5,5,1,6,1,6,4,7,4,5,6,7,13,63,1,,0,1,,2,,6,1,male,white,non-hispanic,bachelors,0,63,12.65,3,5,5,6,6,5,5,6,6,5.5,5.5,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1,1,high (7-8),9
