part_id,Q1.2,Q1.3,Q2.1,Q2.2,Q2.3,Q2.4,Q3.1,Q3.2,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q10.1,Q10.2,Q10.3,Q12.1,Q12.2_1,Q12.3_1,Q12.4_1,Q12.5_1,Q12.6,Q12.7_1,Q12.8_1,Q12.9_1,Q12.10_1,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q14.1_1,Q14.2,Q14.2_TEXT,Q14.3_1,Q14.4,Q14.4_TEXT,Q14.5,Q14.5_TEXT,Q14.6,Q14.7,gender,race,ethnic,educ,daily_meds_n,age,t_duration_min,batch_id,sns1,sns2,sns3,sns4,sns5,sns6,sns7,sns8,sns_total,sns_ability,sns_preference,snumi1,snumi2,snumi3,snumi4,snumi5,snumi6,snumi7,snumi8,snumi_total,ind_sens_verb,ind_sens_gist,ind_spec_verb,ind_spec_gist,ind_conf_verb,ind_conf_gist,emb_sens,emb_spec,emb_conf,ind_sens_all,ind_spec_all,ind_conf_all,all_sens_mean,all_spec_mean,all_conf_mean,total_score_mean,ind_score_mean,emb_score_mean,snumi_cat,total_score_raw
R_28YEnmojicG1r19,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,2,4,5,5,1,5,2,5,4,1,6,4,7,4,5,6,5,13,43,1,,0,1,,2,,5,4,male,white,non-hispanic,associates,0,43,5.65,1,2,4,5,5,5,2,2,4,3.625,4,3.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,0.5,1,1,0.666666667,1,0.875,0.833333333,1,high (7-8),7
R_DcQSiWPCKp1ifG9,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,3,5,5,5,1,4,4,5,4,1,6,4,7,4,5,6,7,13,24,1,,2,1,,2,,6,1,male,white,non-hispanic,bachelors,2,24,4.4,1,3,5,5,5,4,4,2,4,4,4.5,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_3GcBc5TSmcXTT5s,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,5,5,5,5,1,5,5,2,5,1,6,4,7,4,5,6,7,13,26,1,,1,1,,2,,6,1,male,white,non-hispanic,bachelors,1,26,3.95,1,5,5,5,5,5,5,5,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,0.5,1,1,0.666666667,1,0.875,0.833333333,1,high (7-8),7
R_3m1X79xLkL9TtHi,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,4,4,4,1,4,5,3,4,1,5,4,7,4,5,5,7,13,31,1,,0,1,,2,,8,2,male,white,non-hispanic,doctoral,0,31,7.116666667,1,2,4,4,4,4,5,4,4,3.875,3.5,4.25,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_21hTLHMVi7hD2Qi,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,5,4,1,5,4,2,4,1,6,4,7,4,5,6,4,13,34,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,34,6.95,1,4,4,5,4,5,4,5,4,4.375,4.25,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_3njdP3gewS6z6oW,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,5,1,6,6,1,5,1,6,4,7,4,5,5,5,13,21,1,,0,6,,2,,6,1,male,mixed/other,non-hispanic,bachelors,0,21,7.283333333,1,5,5,5,5,6,6,6,5,5.375,5,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_2fqFDMf70uiiZLc,1,1,1,1,4,1,3,3,1,1,4,1,1,1,3,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,4,3,5,1,3,2,4,4,1,5,4,7,4,5,6,6,13,25,1,,0,1,,1,,5,1,male,white,hispanic,associates,0,25,8.883333333,1,3,4,3,5,3,2,3,4,3.375,3.75,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,0.5,0.5,0,0.666666667,0.666666667,0,0.5,0.333333333,1,average (4-6),4
R_z1HTkYSRxF8b9Xr,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,1,2,2,1,5,1,6,4,1,6,4,7,4,4,6,4,13,24,2,,0,1,,2,,4,2,female,white,non-hispanic,ged/equiv,0,24,8.05,1,3,1,2,2,5,1,1,4,2.375,2,2.75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_DPmlBFhmGA2ZR9n,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,6,5,5,1,5,4,4,5,1,6,4,7,4,5,6,5,13,50,2,,0,1,,2,,6,2,female,white,non-hispanic,bachelors,0,50,7.683333333,1,5,6,5,5,5,4,3,5,4.75,5.25,4.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1imRxTkcTPGkFrR,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,5,4,1,5,1,4,6,1,5,6,5,4,5,6,4,12,24,1,,4,1,,2,,5,2,male,white,non-hispanic,associates,4,24,6.4,1,6,6,5,4,5,1,3,6,4.5,5.25,3.75,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,low (0-3),8
R_27aiH474PjbI5t1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,6,6,5,1,6,4,5,6,1,6,4,7,4,4,6,7,13,31,6,,0,3,,1,,6,2,other,ai/an,hispanic,bachelors,0,31,9.3,1,5,6,6,5,6,4,2,6,5,5.5,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,1,1,0.5,1,1,0.5,0.875,0.833333333,1,high (7-8),7
R_z7iSwMuPfGNiWsx,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,5,5,5,6,1,5,5,2,6,1,6,4,7,4,4,6,6,13,29,2,,0,1,,2,,5,1,female,white,non-hispanic,associates,0,29,7.233333333,1,5,5,5,6,5,5,5,6,5.25,5.25,5.25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_77A6QGi51vbstpv,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,3,4,4,1,5,5,2,5,1,6,4,7,4,5,6,7,13,31,1,,0,1,,2,,6,1,male,white,non-hispanic,bachelors,0,31,10.51666667,1,3,3,4,4,5,5,5,5,4.25,3.5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_2xDfSSgFBvBsawf,1,1,1,1,1,1,3,3,1,1,3,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,4,6,4,5,1,4,5,1,6,1,6,7,7,4,5,6,6,13,29,1,,2,1,,2,,3,1,male,white,non-hispanic,highschool,2,29,12.01666667,1,4,6,4,5,4,5,6,6,5,4.75,5.25,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,0.5,1,1,0.666666667,1,0.875,0.833333333,1,average (4-6),7
R_2f6FGSuMT2HYUem,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,2,5,4,6,1,6,4,2,5,1,6,4,7,4,5,6,4,13,31,2,,0,1,,2,,4,2,female,white,non-hispanic,ged/equiv,0,31,12.48333333,1,2,5,4,6,6,4,5,5,4.625,4.25,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1gcjFW8yDiiUCKD,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,4,6,6,1,6,6,6,6,1,6,4,7,4,5,6,5,13,42,2,,4,1,,2,,5,1,female,white,non-hispanic,associates,4,42,11.81666667,1,4,4,6,6,6,6,1,6,4.875,5,4.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1l9mizcFyMF8dOP,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,5,6,6,1,5,5,2,5,1,6,4,7,4,5,6,7,13,39,1,,1,1,,2,,5,1,male,white,non-hispanic,associates,1,39,12.73333333,1,3,5,6,6,5,5,5,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_RywhNvaXraaPcl3,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,2,5,6,5,1,6,6,1,5,1,6,4,7,4,4,6,4,13,37,2,,0,1,,2,,5,4,female,white,non-hispanic,associates,0,37,13.51666667,1,2,5,6,5,6,6,6,5,5.125,4.5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_ULmtpVDag9OgWRj,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,5,5,2,5,1,6,4,7,4,5,6,7,13,25,2,,1,1,,2,,6,1,female,white,non-hispanic,bachelors,1,25,14.08333333,1,6,6,6,6,5,5,5,5,5.5,6,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1mk5eUS8wpJIs8I,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,1,2,3,4,1,6,6,1,6,1,6,4,7,4,5,6,7,13,33,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,33,11.96666667,1,1,2,3,4,6,6,6,6,4.25,2.5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1FDMl4xsqCqNMNQ,1,1,1,1,1,1,3,3,1,1,2,2,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,3,1,2,3,4,4,1,4,3,1,5,1,6,4,7,4,5,4,4,13,31,2,,2,2,,2,,3,2,female,black/aa,non-hispanic,highschool,2,31,12.46666667,1,2,3,4,4,4,3,6,5,3.875,3.25,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,1,0.5,0.5,1,0.666666667,0.5,0.75,0.666666667,1,average (4-6),6
R_YXFuOWB0eHisf2V,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,5,4,5,1,5,6,2,5,1,6,4,7,4,5,6,5,13,54,2,,0,1,,2,,3,2,female,white,non-hispanic,highschool,0,54,6.866666667,1,3,5,4,5,5,6,5,5,4.75,4.25,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,0.5,1,1,0.666666667,1,0.875,0.833333333,1,high (7-8),7
R_2OGYMTYPY6aCJcN,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,3,1,1,2,1,1,2,3,3,1,1,2,1,4,3,3,5,1,5,4,6,3,1,5,5,6,1,6,4,5,13,24,2,,0,1,,2,,5,1,female,white,non-hispanic,associates,0,24,10.3,1,4,3,3,5,5,4,1,3,3.5,3.75,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,1,0.5,0.5,1,0.666666667,0.5,0.75,0.666666667,1,low (0-3),6
R_1nYZj7sWsRWkjtp,1,1,1,1,2,1,3,3,1,1,2,2,1,1,2,2,3,3,1,1,1,1,1,2,3,3,1,1,2,1,2,4,4,5,1,3,3,3,4,1,6,4,6,2,7,6,6,13,33,2,,3,7,,1,,7,1,female,mixed/other,hispanic,masters,3,33,7.516666667,1,2,4,4,5,3,3,4,4,3.625,3.75,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,0.5,0.5,0.5,0.333333333,0.666666667,0.5,0.5,0.5,0.5,average (4-6),4
R_bJHfAHd5ZdBGe89,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,3,4,5,5,1,5,6,1,5,1,6,4,7,4,5,5,4,13,39,1,,0,1,,2,,4,2,male,white,non-hispanic,ged/equiv,0,39,18.83333333,1,3,4,5,5,5,6,6,5,4.875,4.25,5.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_1GEcxep3Y4hLTDL,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,5,6,3,5,1,6,4,7,4,5,6,7,13,29,1,,0,1,,2,,6,2,male,white,non-hispanic,bachelors,0,29,5.95,1,6,6,6,6,5,6,4,5,5.5,6,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_12KgTQiZeMBm1Bg,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,5,1,6,5,6,6,1,6,4,7,4,7,5,7,13,54,2,,0,1,,2,,7,4,female,white,non-hispanic,masters,0,54,22.55,1,4,5,5,5,6,5,1,6,4.625,4.75,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_1g6pyVLPhOQHrfr,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,1,5,6,6,1,6,6,1,5,1,6,4,7,4,4,6,7,13,29,2,,0,1,,2,,6,1,female,white,non-hispanic,bachelors,0,29,20.71666667,1,1,5,6,6,6,6,6,5,5.125,4.5,5.75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1dav9ITUkB6HvHi,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,4,6,4,13,28,1,,0,1,,1,,3,1,male,white,hispanic,highschool,0,28,24.48333333,1,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_u4Eo38OpdPNwVRD,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,6,6,1,6,1,6,4,7,4,5,6,7,13,29,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,29,9.966666667,1,6,6,6,6,6,6,6,6,6,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_23fUEjTr1OJn9Al,1,1,1,1,1,2,3,3,1,1,4,2,1,1,4,2,3,3,1,1,3,1,1,2,3,3,1,1,3,1,3,5,6,6,1,4,6,1,5,1,6,4,7,4,6,6,6,13,44,1,,5,1,,2,,3,2,male,white,non-hispanic,highschool,5,44,9.6,1,3,5,6,6,4,6,6,5,5.125,5,5.25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0.5,0,0,0.333333333,0.333333333,0,0.25,0.166666667,0.5,average (4-6),2
R_BE7UeI5Vzigbi9P,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,3,3,4,4,1,6,6,1,6,1,5,4,7,4,4,6,4,12,28,1,,0,1,,1,,6,2,male,white,hispanic,bachelors,0,28,19.01666667,1,3,3,4,4,6,6,6,6,4.75,3.5,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,0.5,1,1,0.666666667,1,0.875,0.833333333,1,average (4-6),7
R_3PN6SF1feCwkktE,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,3,1,4,4,5,6,1,3,1,6,4,1,6,4,7,4,5,6,7,13,25,1,,0,4,,2,,6,1,male,asian,non-hispanic,bachelors,0,25,12.86666667,1,4,4,5,6,3,1,1,4,3.5,4.75,2.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_3oFupxKA70EWNCW,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,5,2,4,3,1,4,5,4,5,1,6,4,7,4,5,5,5,13,25,2,,0,4,,3,,6,1,female,asian,other,bachelors,0,25,7.933333333,1,5,2,4,3,4,5,3,5,3.875,3.5,4.25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1,0,1,0.666666667,0,1,0.5,0.666666667,0,average (4-6),4
R_22mKJjOabZhYKlN,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,1,3,3,1,1,3,1,4,4,6,6,1,5,5,2,5,1,6,4,7,4,5,6,6,12,27,1,,0,1,,2,,5,1,male,white,non-hispanic,associates,0,27,13.48333333,1,4,4,6,6,5,5,5,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,1,1,0.5,1,0.666666667,0.5,0.75,0.833333333,0.5,average (4-6),6
R_3qjRPRtZXZwmH2T,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,5,1,6,4,1,6,1,6,5,7,4,5,5,6,13,45,2,,0,1,,2,,3,2,female,white,non-hispanic,highschool,0,45,9.25,1,4,5,5,5,6,4,6,6,5.125,4.75,5.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,1,1,0.5,1,1,0.5,0.875,0.833333333,1,average (4-6),7
R_3HGIJBcLnTePMd3,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,6,1,5,5,2,5,1,6,4,7,4,5,6,7,13,25,1,,0,4,,2,,6,1,male,asian,non-hispanic,bachelors,0,25,12.81666667,1,4,5,5,6,5,5,5,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,1,1,0.5,1,1,0.5,0.875,0.833333333,1,high (7-8),7
R_2rHhuO69PdZdq2F,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,5,6,1,5,6,1,6,1,6,4,7,4,5,6,7,13,36,1,,0,1,,2,,6,2,male,white,non-hispanic,bachelors,0,36,15.4,1,5,5,5,6,5,6,6,6,5.5,5.25,5.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_9Wv75DAs4dCXm9n,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2,3,4,5,1,4,5,5,4,1,6,4,7,4,5,6,7,13,30,2,,0,2,,2,,3,1,female,black/aa,non-hispanic,highschool,0,30,14.11666667,1,2,3,4,5,4,5,2,4,3.625,3.5,3.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,1,1,0.5,1,1,0.5,0.875,0.833333333,1,high (7-8),7
R_1GxcUeOvHrjzMIW,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,5,5,6,5,1,4,5,2,5,1,6,4,7,4,5,6,7,13,30,2,,0,1,,2,,5,2,female,white,non-hispanic,associates,0,30,9.266666667,1,5,5,6,5,4,5,5,5,5,5.25,4.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,high (7-8),8
R_1rDsmFlMq4bwk9O,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,3,1,1,2,1,1,2,3,3,1,1,1,1,4,5,5,5,1,4,5,2,5,1,6,4,7,4,4,5,5,13,51,1,,4,1,,2,,5,3,male,white,non-hispanic,associates,4,51,17.8,1,4,5,5,5,4,5,5,5,4.75,4.75,4.75,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,1,1,1,1,1,1,1,1,average (4-6),8
R_55Xl3DaCA2hxx4d,1,1,1,1,1,2,3,3,1,1,2,2,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,2,1,5,5,5,6,1,4,6,4,6,1,6,4,7,4,5,5,5,13,31,1,,0,2,,2,,6,1,male,black/aa,non-hispanic,bachelors,0,31,49.28333333,1,5,5,5,6,4,6,3,6,5,5.25,4.75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,0.5,0.5,0.5,0.666666667,0.666666667,0.5,0.625,0.5,1,average (4-6),5
R_yO0Ej7h1pHQNF6x,1,1,1,1,2,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,3,1,3,3,3,3,1,3,3,3,3,1,6,5,7,2,5,5,6,13,23,1,,0,4,,2,,6,1,male,asian,non-hispanic,bachelors,0,23,4.166666667,2,3,3,3,3,3,3,4,3,3.125,3,3.25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,1,0.5,0.666666667,1,0.333333333,0.666666667,0.666666667,0.666666667,average (4-6),6
R_7Vu2zrirUCUVKWl,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,3,3,1,1,2,1,1,2,3,3,1,1,1,1,6,6,6,6,1,5,5,2,6,1,6,4,7,4,5,6,7,13,20,1,,0,6,,1,,6,1,male,mixed/other,hispanic,bachelors,0,20,5.15,2,6,6,6,6,5,5,5,6,5.625,6,5.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.5,1,1,0.666666667,0.888888889,0.833333333,1,high (7-8),8
